PPG (1000 Hz),ABP (125 Hz),RESP (125 Hz)
169.92,81.02,-16.23
178.86,72.56,-16.02
160.98,83.78,-15.25
134.15,76.12,-16.56
160.98,80.56,-14.00
160.98,82.82,-14.92
143.09,79.37,-14.20
152.03,78.33,-15.14
143.09,75.96,-14.74
134.15,84.69,-14.03
152.03,72.53,-15.49
152.03,82.68,-13.90
143.09,66.59,-16.18
187.81,87.66,-13.50
187.81,66.42,-18.41
196.75,84.81,-14.35
152.03,67.97,-16.05
205.69,82.79,-12.87
205.69,61.49,-17.45
160.98,80.54,-13.45
205.69,59.43,-17.46
152.03,77.68,-14.61
196.75,60.31,-16.89
169.92,74.02,-14.54
178.86,61.91,-17.09
169.92,71.48,-15.47
205.69,60.89,-16.14
134.15,70.13,-17.10
160.98,66.04,-17.86
187.81,65.39,-16.29
152.03,67.07,-16.42
196.75,61.07,-16.89
223.58,67.70,-14.37
178.86,57.45,-15.41
232.52,66.73,-14.91
134.15,57.26,-15.77
178.86,67.75,-13.88
169.92,54.29,-15.35
143.09,69.54,-13.64
178.86,50.10,-16.32
187.81,70.79,-13.84
152.03,55.71,-15.27
160.98,79.74,-12.43
160.98,67.02,-15.49
169.92,95.06,-12.34
178.86,91.74,-11.57
196.75,118.80,-11.70
178.86,115.43,-13.78
187.81,132.51,-10.52
152.03,123.75,-12.17
143.09,135.65,-10.92
205.69,124.37,-11.37
169.92,121.30,-10.30
187.81,113.44,-11.67
143.09,108.15,-10.88
134.15,102.14,-11.04
143.09,95.42,-11.82
134.15,102.40,-11.96
107.32,91.63,-9.98
134.15,97.41,-8.36
196.75,78.74,-10.92
169.92,97.10,-8.38
196.75,77.35,-11.14
169.92,94.32,-8.64
223.58,75.98,-12.10
125.21,90.68,-8.25
169.92,71.49,-11.97
160.98,80.40,-10.18
223.58,63.51,-10.18
160.98,78.49,-8.20
134.15,60.48,-12.00
169.92,73.26,-9.39
152.03,61.20,-11.42
152.03,75.31,-8.67
178.86,66.67,-12.60
152.03,75.05,-12.74
143.09,70.29,-13.24
187.81,81.46,-11.81
214.64,73.19,-13.13
178.86,73.02,-12.19
214.64,74.02,-12.62
160.98,71.37,-12.84
214.64,76.38,-12.54
205.69,62.35,-15.08
160.98,75.33,-13.04
160.98,62.74,-13.53
134.15,77.30,-13.20
214.64,60.66,-13.72
143.09,73.70,-12.05
143.09,56.59,-14.43
169.92,71.62,-11.28
143.09,55.20,-13.03
196.75,72.58,-11.32
178.86,55.96,-14.63
125.21,72.05,-11.82
187.81,54.78,-13.85
134.15,69.79,-10.76
160.98,51.81,-13.10
152.03,70.94,-9.37
152.03,57.87,-12.25
160.98,65.03,-10.70
125.21,56.53,-11.23
169.92,61.39,-10.47
134.15,59.04,-11.06
160.98,59.39,-11.36
169.92,61.02,-12.03
125.21,58.96,-11.47
143.09,62.72,-9.43
134.15,53.13,-13.47
143.09,65.60,-10.65
160.98,50.72,-12.23
107.32,65.23,-10.99
169.92,55.53,-12.86
125.21,75.41,-10.45
152.03,67.89,-11.77
143.09,94.26,-8.76
152.03,87.87,-12.09
152.03,118.89,-8.80
116.26,109.57,-10.62
98.38,132.50,-7.58
134.15,119.30,-11.55
134.15,137.11,-9.06
160.98,121.26,-10.77
134.15,127.79,-7.57
143.09,105.63,-9.78
107.32,117.45,-8.22
89.43,96.86,-8.83
134.15,97.92,-8.07
169.92,91.51,-9.16
160.98,88.19,-6.53
143.09,87.41,-7.32
116.26,81.21,-7.31
125.21,90.20,-6.67
134.15,78.88,-7.64
98.38,87.17,-5.72
143.09,71.65,-7.73
125.21,78.57,-4.59
125.21,70.32,-7.11
134.15,79.27,-5.19
116.26,65.81,-8.91
125.21,83.40,-5.48
107.32,63.31,-8.17
169.92,83.52,-5.91
169.92,63.33,-7.48
98.38,86.63,-8.20
107.32,69.79,-8.74
160.98,89.17,-6.85
107.32,74.71,-10.07
134.15,83.87,-8.15
152.03,71.52,-8.90
134.15,83.10,-8.08
134.15,74.44,-9.92
125.21,81.15,-8.30
160.98,76.06,-9.77
143.09,74.46,-10.72
89.43,72.69,-10.06
98.38,75.48,-10.68
125.21,78.60,-10.29
35.77,68.74,-10.98
107.32,73.17,-9.81
143.09,66.57,-11.06
143.09,79.08,-8.63
125.21,65.27,-12.02
98.38,78.14,-9.52
62.60,61.11,-10.76
143.09,76.57,-8.77
134.15,57.76,-11.47
80.49,75.48,-8.26
116.26,57.26,-11.00
71.55,75.96,-8.93
53.66,59.26,-11.27
125.21,76.38,-8.02
152.03,57.59,-10.59
98.38,69.25,-8.28
89.43,63.36,-11.50
80.49,69.65,-9.63
62.60,63.96,-11.03
98.38,67.82,-10.11
62.60,61.75,-10.31
98.38,64.41,-9.07
134.15,66.36,-9.41
89.43,65.04,-8.49
98.38,71.67,-7.87
107.32,69.52,-10.00
62.60,88.12,-6.08
116.26,90.66,-10.10
107.32,110.82,-7.09
62.60,107.35,-10.74
62.60,131.97,-8.11
53.66,121.26,-10.92
89.43,139.80,-7.75
89.43,125.42,-10.78
98.38,138.34,-9.12
107.32,114.35,-10.63
89.43,121.86,-8.42
0.00,106.42,-11.32
98.38,113.60,-7.16
89.43,97.48,-10.68
89.43,106.88,-8.30
107.32,89.77,-9.24
53.66,99.82,-9.24
62.60,92.63,-10.63
89.43,96.81,-8.68
71.55,85.97,-9.61
98.38,89.82,-9.11
125.21,84.65,-8.66
89.43,80.23,-10.06
89.43,83.23,-8.06
62.60,77.40,-10.11
98.38,81.28,-7.38
98.38,71.49,-9.13
98.38,85.43,-7.49
80.49,72.99,-11.29
71.55,85.25,-8.86
125.21,70.09,-10.11
134.15,86.11,-6.48
53.66,71.12,-9.38
125.21,92.94,-6.69
53.66,70.48,-8.86
62.60,86.83,-5.60
62.60,69.92,-8.26
71.55,83.12,-5.81
125.21,70.21,-7.19
71.55,85.66,-3.97
107.32,69.64,-4.97
107.32,78.15,-5.63
107.32,70.30,-4.33
89.43,75.77,-3.42
80.49,71.98,-3.67
125.21,72.58,-3.13
53.66,71.94,-1.44
116.26,66.30,-2.98
53.66,75.23,1.30
62.60,65.23,-1.47
71.55,77.38,0.33
134.15,63.77,-1.36
98.38,72.71,2.18
80.49,59.67,1.00
80.49,76.29,3.90
107.32,57.69,1.93
143.09,79.75,3.38
98.38,56.39,3.84
125.21,69.03,7.14
134.15,54.46,3.26
125.21,74.24,7.53
143.09,56.69,4.24
116.26,69.63,8.84
116.26,56.24,7.06
80.49,71.11,9.37
125.21,57.64,7.93
134.15,67.47,9.40
134.15,61.32,8.54
152.03,71.77,11.29
80.49,71.64,8.96
143.09,81.11,11.61
134.15,95.18,10.96
125.21,98.17,11.73
125.21,116.11,12.57
125.21,121.72,10.93
187.81,138.21,13.13
143.09,125.14,11.62
125.21,143.29,14.83
152.03,123.67,11.76
116.26,134.78,14.49
187.81,112.85,12.28
196.75,125.51,16.11
196.75,98.96,13.34
143.09,117.71,15.95
196.75,88.42,13.84
143.09,104.61,16.89
187.81,90.88,13.96
125.21,103.78,18.91
187.81,84.93,15.46
152.03,103.52,18.81
214.64,88.76,17.68
152.03,90.67,19.15
160.98,81.07,17.36
160.98,87.42,20.87
187.81,78.48,21.41
223.58,77.39,20.78
187.81,78.27,22.05
223.58,75.78,22.52
223.58,77.20,23.15
214.64,72.14,25.47
241.47,84.85,24.87
205.69,71.89,23.86
250.41,88.11,24.54
232.52,73.37,24.13
241.47,89.81,27.18
241.47,72.29,25.17
223.58,89.17,28.76
232.52,73.45,26.06
241.47,89.13,30.76
232.52,68.23,27.96
286.18,85.58,32.27
286.18,65.76,29.17
241.47,80.08,32.19
259.35,68.93,27.73
286.18,81.32,32.13
259.35,70.80,30.38
241.47,74.72,32.02
313.01,72.52,31.64
330.90,74.81,33.65
268.30,67.13,31.67
321.96,67.78,35.14
313.01,72.09,34.77
339.84,66.98,33.36
295.13,68.47,33.52
330.90,60.18,34.86
286.18,71.01,34.84
339.84,63.36,32.93
321.96,71.16,34.78
277.24,53.84,33.24
357.73,71.04,34.69
330.90,55.76,31.19
330.90,74.28,34.06
313.01,54.02,30.82
304.07,73.52,35.18
348.79,52.63,29.68
330.90,71.65,33.31
348.79,52.67,29.43
366.67,67.87,33.16
411.39,50.90,29.10
366.67,68.46,29.81
330.90,64.86,28.11
321.96,82.51,28.73
348.79,80.23,27.66
366.67,97.47,27.76
321.96,107.80,26.78
366.67,117.98,25.98
429.28,127.75,24.83
304.07,127.83,25.56
366.67,130.84,23.98
375.62,124.42,22.20
384.56,129.54,24.70
366.67,109.97,20.67
366.67,118.25,23.97
393.50,96.82,19.49
393.50,109.05,20.45
375.62,85.99,17.99
366.67,100.96,19.85
357.73,83.93,16.04
339.84,99.38,18.80
411.39,75.86,14.49
366.67,95.16,16.76
393.50,76.83,14.23
366.67,89.51,13.77
420.33,75.83,11.79
429.28,86.39,13.37
384.56,66.97,9.81
411.39,75.04,12.68
420.33,68.98,9.03
348.79,71.73,6.80
411.39,69.13,7.22
384.56,72.85,7.64
366.67,72.98,5.57
411.39,71.17,5.68
375.62,77.96,6.32
339.84,66.77,5.97
420.33,77.77,5.75
447.16,67.95,3.52
384.56,78.84,5.40
393.50,68.75,0.96
420.33,83.03,3.74
438.22,60.38,1.44
402.45,81.42,3.57
438.22,60.60,0.09
366.67,76.14,0.83
411.39,59.92,-0.24
402.45,78.06,0.32
438.22,58.73,-0.61
429.28,77.83,0.34
420.33,59.83,-2.47
447.16,68.82,-0.55
438.22,62.01,-3.08
438.22,71.78,-0.87
438.22,61.33,-3.61
438.22,66.28,-2.14
447.16,60.88,-2.57
402.45,63.64,-2.17
473.99,62.70,-4.59
411.39,60.20,-2.98
429.28,64.28,-1.68
438.22,59.07,-2.88
473.99,64.53,-3.95
447.16,52.77,-5.06
438.22,65.11,-3.18
447.16,54.26,-5.95
429.28,65.82,-3.18
420.33,47.87,-5.39
438.22,67.88,-3.63
482.93,45.55,-6.06
420.33,69.15,-4.50
438.22,49.08,-5.78
384.56,69.91,-4.23
429.28,51.34,-7.12
420.33,71.09,-4.82
429.28,59.91,-6.51
411.39,81.63,-6.66
456.10,76.74,-8.33
402.45,103.50,-6.55
429.28,107.12,-8.07
411.39,120.45,-8.75
482.93,128.50,-8.74
402.45,131.71,-9.65
420.33,136.14,-8.72
447.16,125.69,-11.80
438.22,129.57,-10.28
465.05,109.49,-11.73
465.05,112.17,-9.54
473.99,99.36,-12.55
411.39,105.44,-10.91
473.99,85.83,-14.07
447.16,97.09,-10.75
465.05,80.29,-13.65
447.16,93.35,-11.18
402.45,78.27,-13.08
465.05,94.45,-11.32
473.99,70.40,-13.38
420.33,87.44,-11.55
420.33,66.09,-13.10
420.33,82.71,-11.08
429.28,65.15,-11.65
447.16,77.96,-11.47
456.10,68.70,-11.42
420.33,76.79,-10.88
429.28,69.33,-13.12
411.39,75.82,-10.55
402.45,71.77,-12.04
384.56,77.90,-10.44
402.45,77.66,-10.47
456.10,76.93,-13.19
438.22,81.51,-12.15
393.50,74.98,-11.98
429.28,84.32,-10.91
402.45,70.17,-13.07
429.28,83.46,-10.06
438.22,69.32,-13.18
429.28,82.96,-11.36
429.28,65.87,-12.63
402.45,80.79,-8.85
357.73,62.60,-12.44
456.10,81.26,-9.87
411.39,62.80,-11.36
429.28,78.71,-10.76
384.56,62.69,-13.02
411.39,79.50,-10.41
429.28,64.67,-12.67
438.22,79.02,-11.42
393.50,64.55,-14.12
402.45,76.03,-10.91
411.39,64.24,-11.74
429.28,73.36,-11.83
402.45,68.16,-13.01
438.22,66.80,-13.36
393.50,71.09,-13.25
384.56,60.29,-13.01
411.39,68.94,-12.64
366.67,61.33,-13.83
393.50,74.08,-13.29
384.56,57.87,-15.13
420.33,72.73,-13.08
411.39,56.00,-15.02
357.73,69.44,-13.48
402.45,55.25,-17.25
384.56,73.54,-15.01
393.50,56.98,-16.93
357.73,75.46,-13.72
393.50,64.11,-15.13
411.39,81.25,-13.06
393.50,76.68,-14.92
366.67,100.22,-12.88
366.67,97.60,-15.26
348.79,121.77,-12.30
339.84,120.31,-14.30
321.96,134.88,-11.39
357.73,132.62,-13.55
366.67,135.29,-12.47
330.90,130.43,-10.10
366.67,125.23,-11.63
321.96,117.61,-10.36
384.56,110.13,-8.63
384.56,113.73,-9.59
339.84,99.66,-11.70
393.50,108.83,-8.29
304.07,91.72,-11.14
330.90,102.51,-8.83
357.73,83.80,-10.00
295.13,102.33,-8.42
393.50,80.85,-10.04
348.79,95.56,-8.53
348.79,73.39,-11.31
304.07,90.80,-6.27
339.84,72.09,-11.38
348.79,84.03,-8.38
313.01,70.05,-10.98
321.96,85.81,-9.15
357.73,65.10,-9.97
295.13,81.48,-10.17
357.73,67.28,-11.41
348.79,80.70,-10.99
321.96,75.98,-11.43
366.67,82.38,-12.21
357.73,80.22,-12.42
321.96,79.17,-12.06
313.01,83.92,-12.26
286.18,74.68,-12.90
295.13,83.36,-12.21
375.62,70.02,-13.52
304.07,79.93,-11.68
357.73,67.85,-14.08
384.56,80.00,-12.10
339.84,68.42,-14.24
313.01,80.45,-12.43
375.62,65.33,-14.46
339.84,81.74,-10.75
286.18,63.00,-14.44
339.84,81.03,-12.08
295.13,65.77,-14.46
321.96,77.52,-11.75
375.62,60.95,-15.09
295.13,73.09,-11.88
250.41,58.09,-13.06
313.01,71.96,-11.42
348.79,61.63,-13.49
330.90,69.41,-11.54
304.07,62.89,-13.37
277.24,70.83,-11.33
304.07,65.62,-12.50
313.01,66.73,-10.95
304.07,63.77,-11.05
277.24,59.64,-10.79
321.96,67.35,-10.63
304.07,61.61,-11.59
357.73,67.73,-9.55
304.07,57.20,-12.83
277.24,64.13,-8.58
321.96,54.36,-10.87
259.35,72.18,-8.97
321.96,56.61,-12.02
268.30,79.59,-9.45
348.79,63.91,-10.24
277.24,90.80,-8.21
295.13,82.67,-10.89
313.01,113.52,-9.70
259.35,102.95,-11.75
259.35,132.42,-8.94
313.01,127.08,-12.17
313.01,140.51,-9.50
286.18,132.64,-10.03
295.13,130.53,-9.32
286.18,120.30,-11.42
268.30,119.83,-11.08
259.35,112.81,-9.94
304.07,109.00,-9.16
339.84,104.74,-11.04
313.01,99.18,-9.97
223.58,103.30,-10.04
277.24,94.94,-10.66
286.18,99.54,-8.68
286.18,90.07,-12.12
277.24,101.43,-9.15
259.35,87.90,-12.03
259.35,97.87,-7.72
250.41,79.25,-11.12
268.30,90.45,-9.24
259.35,70.67,-11.21
330.90,90.47,-7.63
250.41,69.52,-10.90
259.35,87.29,-7.96
277.24,67.33,-10.79
313.01,85.79,-8.20
277.24,68.53,-10.60
259.35,87.19,-8.98
313.01,72.65,-9.24
286.18,85.91,-8.40
295.13,76.41,-10.47
250.41,82.09,-9.26
277.24,75.64,-9.12
313.01,74.08,-8.58
286.18,74.24,-10.52
330.90,71.34,-9.40
268.30,75.01,-8.93
286.18,66.15,-9.52
295.13,75.64,-8.46
304.07,61.22,-11.26
268.30,75.11,-9.43
304.07,60.12,-10.60
304.07,75.79,-7.81
313.01,59.51,-10.24
277.24,73.10,-7.26
304.07,57.80,-10.74
321.96,74.53,-6.84
286.18,59.85,-10.52
304.07,73.55,-6.93
321.96,54.79,-9.93
313.01,70.19,-8.24
286.18,60.25,-11.35
304.07,66.78,-9.72
295.13,58.18,-11.63
268.30,64.06,-9.48
313.01,61.46,-10.32
277.24,68.83,-9.96
330.90,60.81,-11.02
313.01,60.36,-9.76
339.84,62.59,-10.31
330.90,55.77,-10.59
304.07,62.38,-9.37
277.24,52.17,-11.52
295.13,62.61,-9.40
250.41,52.68,-12.21
313.01,66.60,-10.30
268.30,56.62,-13.23
268.30,72.55,-10.73
277.24,69.09,-13.36
286.18,94.35,-9.57
304.07,87.79,-13.49
321.96,122.37,-8.17
321.96,109.93,-12.68
330.90,138.83,-9.51
277.24,126.39,-12.96
277.24,138.38,-9.44
313.01,117.95,-11.90
295.13,128.41,-9.69
286.18,111.46,-11.54
348.79,113.77,-9.99
277.24,97.17,-11.22
313.01,99.44,-11.07
295.13,92.91,-10.67
304.07,92.68,-10.76
321.96,93.14,-9.48
339.84,87.37,-10.79
321.96,93.76,-12.04
259.35,81.76,-12.39
277.24,91.29,-9.67
330.90,78.20,-10.93
313.01,86.66,-9.95
295.13,70.18,-12.50
277.24,79.15,-8.14
313.01,65.27,-13.01
357.73,78.26,-9.03
295.13,61.33,-9.67
286.18,77.35,-8.39
321.96,62.62,-9.93
277.24,78.14,-6.87
295.13,64.74,-9.10
286.18,80.85,-6.15
295.13,66.64,-8.54
277.24,78.75,-4.42
348.79,64.35,-7.52
321.96,76.46,-4.96
348.79,72.02,-6.44
286.18,76.04,-4.13
313.01,71.98,-6.58
313.01,69.21,-4.01
330.90,69.59,-4.87
268.30,68.99,-4.68
313.01,69.70,-3.32
304.07,62.99,-4.48
277.24,75.39,-4.41
321.96,64.10,-5.45
295.13,72.12,-4.19
330.90,57.29,-5.95
330.90,73.59,-4.91
304.07,56.93,-7.46
295.13,71.13,-4.93
286.18,54.34,-6.90
313.01,72.89,-6.03
339.84,51.15,-7.80
321.96,66.55,-6.65
330.90,54.01,-9.11
330.90,68.39,-5.51
330.90,52.63,-8.53
313.01,64.80,-7.55
295.13,58.31,-8.35
321.96,60.78,-6.98
295.13,53.80,-8.19
295.13,59.70,-7.83
313.01,59.45,-10.05
313.01,62.36,-9.57
321.96,60.27,-8.61
321.96,54.21,-9.73
339.84,71.77,-8.85
330.90,65.73,-10.92
330.90,79.81,-8.26
321.96,76.20,-8.55
357.73,99.03,-5.91
268.30,100.11,-8.24
286.18,122.68,-7.80
313.01,118.75,-7.74
313.01,138.57,-5.23
295.13,122.15,-8.70
304.07,140.31,-5.62
295.13,118.63,-8.19
304.07,130.35,-4.66
304.07,106.00,-6.10
321.96,116.14,-2.86
339.84,92.73,-6.48
268.30,104.89,-2.11
268.30,91.71,-3.62
313.01,97.01,-0.48
268.30,85.20,-3.09
313.01,94.73,-0.50
304.07,90.65,0.71
321.96,89.34,-0.90
286.18,88.16,0.60
286.18,80.87,-0.50
295.13,87.06,2.89
295.13,77.21,0.83
321.96,82.20,4.20
339.84,69.12,1.90
295.13,82.85,5.24
313.01,65.69,1.86
304.07,83.55,7.51
330.90,68.09,3.41
321.96,83.14,8.26
348.79,68.73,4.71
304.07,86.33,8.38
321.96,73.97,5.48
304.07,88.05,8.63
357.73,71.09,7.15
295.13,85.45,10.72
348.79,72.26,8.61
268.30,84.31,9.96
313.01,71.05,10.83
304.07,83.08,13.49
286.18,71.08,12.22
348.79,76.47,13.45
241.47,71.28,13.29
321.96,71.41,14.44
295.13,74.00,15.91
295.13,70.51,16.62
286.18,73.41,17.81
304.07,62.38,17.12
313.01,75.12,20.11
339.84,60.87,18.95
339.84,77.20,19.99
304.07,59.05,18.46
295.13,72.45,23.00
330.90,58.15,21.01
295.13,72.64,24.05
277.24,55.39,23.97
277.24,78.29,25.35
348.79,57.77,24.78
277.24,71.98,28.19
313.01,60.49,25.73
304.07,74.63,28.86
286.18,56.35,27.29
357.73,70.46,29.16
295.13,56.80,28.06
295.13,66.80,30.62
268.30,62.70,29.62
277.24,72.97,29.54
277.24,75.84,29.12
295.13,87.09,30.18
250.41,97.42,31.67
250.41,106.17,30.64
295.13,120.84,31.76
286.18,121.55,30.94
268.30,133.74,33.05
277.24,123.35,31.75
259.35,138.37,33.49
348.79,117.70,32.63
313.01,130.08,34.22
286.18,107.61,31.40
313.01,115.54,33.95
250.41,97.95,32.44
286.18,110.23,33.64
241.47,94.44,31.23
232.52,103.01,33.66
250.41,89.87,33.76
286.18,104.11,34.37
259.35,85.24,31.86
277.24,95.08,33.50
304.07,86.55,33.18
286.18,95.41,35.11
304.07,83.87,35.09
321.96,85.48,35.74
241.47,80.69,35.62
277.24,80.02,34.13
241.47,80.01,35.61
277.24,75.16,34.96
259.35,78.94,35.35
277.24,71.75,32.34
259.35,80.82,34.35
250.41,73.24,34.29
259.35,85.55,33.87
223.58,69.59,33.51
286.18,90.22,35.96
223.58,74.01,31.01
277.24,88.37,34.33
268.30,69.73,29.64
286.18,89.37,33.61
241.47,66.33,30.11
250.41,83.63,32.72
268.30,68.55,28.61
286.18,82.80,31.59
232.52,67.29,27.71
277.24,77.72,29.88
232.52,67.26,28.42
259.35,76.62,30.41
286.18,68.14,28.14
259.35,76.56,27.61
232.52,69.15,27.21
268.30,69.48,27.30
268.30,74.89,25.87
250.41,66.21,25.88
259.35,70.19,25.32
277.24,58.49,24.47
277.24,73.09,26.26
277.24,61.65,23.33
313.01,74.56,23.70
304.07,57.79,21.89
295.13,72.91,22.57
259.35,55.35,19.94
259.35,75.19,22.73
241.47,55.74,17.79
286.18,74.04,21.13
241.47,53.42,16.81
223.58,73.80,19.28
250.41,55.66,16.45
214.64,75.38,19.09
268.30,70.02,15.78
277.24,90.10,17.03
304.07,87.24,16.70
259.35,112.23,16.34
259.35,113.23,14.77
250.41,131.12,15.79
286.18,132.77,11.61
259.35,136.05,13.43
232.52,136.29,13.15
286.18,125.90,13.15
321.96,126.54,12.73
241.47,115.28,11.44
277.24,119.01,10.74
250.41,101.24,9.17
268.30,112.03,9.88
321.96,94.51,6.42
259.35,108.55,7.04
187.81,88.25,5.11
277.24,108.38,6.55
214.64,89.16,4.62
250.41,102.12,4.41
232.52,83.07,1.70
330.90,96.19,4.32
223.58,78.41,0.08
214.64,92.40,3.74
250.41,70.18,-0.29
250.41,83.47,0.62
295.13,72.39,-1.35
259.35,81.21,0.03
286.18,70.65,-1.03
241.47,74.68,-1.76
304.07,75.97,-1.66
250.41,75.92,-2.64
304.07,77.30,-2.73
241.47,74.52,-3.70
259.35,82.68,-4.00
286.18,71.61,-4.79
268.30,80.26,-3.85
277.24,68.80,-5.82
268.30,82.96,-2.02
277.24,65.74,-6.96
250.41,80.27,-3.90
232.52,63.62,-7.08
268.30,80.70,-3.87
250.41,57.15,-6.87
250.41,76.03,-2.96
268.30,59.46,-7.40
259.35,74.43,-3.04
241.47,56.65,-6.94
205.69,74.01,-4.21
214.64,59.95,-7.76
259.35,72.66,-6.29
241.47,56.82,-7.29
223.58,71.02,-6.56
250.41,62.04,-8.17
205.69,66.92,-7.36
223.58,61.78,-7.97
241.47,61.36,-9.87
232.52,59.16,-7.50
205.69,61.01,-11.56
196.75,66.96,-10.67
196.75,56.88,-12.63
232.52,65.53,-10.80
169.92,51.83,-15.02
241.47,65.67,-12.44
214.64,52.88,-15.71
205.69,70.45,-12.63
223.58,51.13,-16.89
214.64,72.29,-12.92
241.47,54.94,-16.26
250.41,77.33,-15.89
178.86,61.43,-18.14
205.69,84.69,-13.44
187.81,82.93,-17.65
196.75,109.73,-16.54
241.47,105.18,-18.12
241.47,133.22,-14.67
232.52,120.23,-17.15
286.18,136.21,-16.63
241.47,126.27,-16.30
187.81,125.25,-16.09
187.81,118.36,-15.83
241.47,113.87,-13.67
277.24,108.74,-15.41
178.86,97.16,-15.02
241.47,98.78,-15.35
232.52,90.31,-15.27
223.58,96.61,-14.94
214.64,82.03,-15.96
196.75,93.71,-13.92
250.41,82.65,-15.66
232.52,92.50,-13.50
250.41,73.91,-16.17
214.64,88.99,-13.16
241.47,67.55,-16.82
241.47,85.93,-13.56
205.69,65.98,-16.44
205.69,79.82,-15.01
241.47,61.14,-16.76
250.41,80.02,-12.99
214.64,62.50,-16.27
214.64,73.58,-12.46
241.47,68.84,-12.78
241.47,80.56,-11.34
223.58,74.89,-14.15
169.92,77.10,-11.78
259.35,76.11,-12.31
241.47,77.75,-12.53
214.64,76.46,-11.49
196.75,69.67,-10.10
268.30,75.81,-10.81
196.75,69.70,-12.19
160.98,78.93,-11.05
214.64,61.63,-13.45
223.58,76.24,-7.89
205.69,56.56,-9.79
223.58,79.03,-9.21
223.58,58.80,-11.95
223.58,75.48,-9.99
241.47,59.88,-11.70
214.64,73.41,-10.32
241.47,56.54,-12.90
241.47,77.55,-10.86
205.69,61.26,-15.20
205.69,73.33,-11.04
205.69,58.05,-16.47
223.58,71.52,-13.73
259.35,58.67,-16.15
196.75,70.59,-14.35
232.52,62.29,-16.03
214.64,71.11,-16.47
178.86,56.77,-16.20
160.98,65.10,-17.25
223.58,64.77,-17.90
205.69,62.23,-17.76
187.81,65.11,-17.11
196.75,60.50,-18.72
178.86,69.19,-16.05
259.35,58.85,-18.90
169.92,72.58,-17.42
205.69,66.07,-18.26
205.69,88.02,-16.05
232.52,83.75,-18.17
187.81,112.95,-15.36
214.64,104.64,-17.87
196.75,131.16,-14.25
187.81,120.79,-16.10
214.64,144.90,-13.54
160.98,128.95,-15.41
196.75,139.22,-12.60
223.58,118.28,-15.43
205.69,126.08,-12.51
169.92,110.87,-12.61
160.98,113.58,-10.95
187.81,101.78,-11.99
160.98,107.28,-11.77
196.75,97.02,-11.80
223.58,95.82,-11.54
205.69,97.92,-10.56
223.58,89.84,-9.99
196.75,94.91,-8.54
214.64,83.83,-8.46
223.58,91.57,-8.92
205.69,78.67,-9.54
205.69,87.41,-8.07
178.86,70.43,-9.39
143.09,85.69,-5.98
152.03,66.84,-9.31
196.75,81.10,-6.40
196.75,67.43,-8.52
169.92,86.75,-4.92
187.81,66.74,-9.71
152.03,89.35,-4.33
205.69,70.25,-7.95
152.03,89.11,-4.62
152.03,75.94,-8.27
223.58,86.38,-5.62
223.58,76.15,-7.72
169.92,85.50,-7.51
134.15,75.50,-9.14
160.98,78.05,-7.85
152.03,75.38,-9.36
214.64,70.52,-9.97
152.03,72.99,-12.09
134.15,70.33,-12.82
223.58,73.81,-11.02
116.26,65.45,-13.79
169.92,74.08,-14.28
178.86,61.80,-17.83
178.86,72.29,-15.22
232.52,60.75,-17.71
152.03,79.66,-17.11
143.09,59.34,-20.21
196.75,79.08,-16.69
160.98,59.45,-21.81
178.86,73.67,-19.12
143.09,59.42,-20.98
125.21,74.17,-19.18
178.86,57.95,-21.12
169.92,76.06,-19.15
196.75,60.22,-20.54
178.86,71.96,-17.69
125.21,59.58,-18.43
169.92,65.18,-18.39
187.81,60.02,-17.81
196.75,65.95,-14.91
223.58,65.30,-15.93
205.69,65.03,-13.35
232.52,66.30,-13.44
152.03,69.44,-13.31
169.92,78.88,-9.95
143.09,78.48,-11.88
205.69,98.69,-10.04
169.92,99.85,-10.99
125.21,123.33,-6.76
134.15,116.91,-9.40
205.69,140.08,-6.59
134.15,127.64,-8.46
187.81,143.40,-6.71
169.92,123.52,-10.97
152.03,132.65,-3.91
152.03,113.63,-7.67
152.03,123.55,-4.77
187.81,102.85,-5.69
125.21,111.04,-4.29
169.92,94.75,-6.28
107.32,108.10,-4.77
116.26,94.52,-6.59
169.92,104.93,-3.42
178.86,95.96,-7.47
116.26,97.12,-6.21
152.03,94.17,-7.03
98.38,90.20,-6.59
107.32,86.56,-7.01
160.98,81.73,-6.10
205.69,87.66,-7.21
160.98,73.37,-8.86
152.03,83.72,-7.24
214.64,69.85,-10.48
143.09,86.78,-8.89
160.98,68.42,-12.45
196.75,86.06,-10.48
152.03,70.83,-13.44
134.15,83.72,-11.41
152.03,70.87,-16.86
160.98,93.07,-13.65
205.69,69.89,-16.04
98.38,89.49,-16.33
169.92,71.03,-19.49
205.69,86.97,-18.39
98.38,73.97,-21.20
143.09,80.81,-21.37
143.09,72.51,-24.31
187.81,78.24,-23.43
152.03,74.56,-23.92
169.92,74.84,-25.10
160.98,71.56,-23.39
116.26,73.66,-24.56
116.26,71.49,-23.95
178.86,70.23,-23.77
98.38,75.96,-22.40
152.03,65.63,-22.12
187.81,73.40,-20.58
143.09,64.65,-18.79
160.98,76.05,-18.27
134.15,60.38,-17.97
134.15,76.02,-13.63
160.98,57.15,-17.44
125.21,76.83,-11.64
107.32,53.15,-13.76
169.92,73.27,-8.37
125.21,58.11,-10.23
116.26,72.53,-4.96
214.64,58.80,-8.13
